age,season,transfer_no,apearance,goal,assist,yellow,yellow2,red,foot,height,position,mv
16,19,1,10,1,0,0,0,0,right,180,Defender - Centre-Back,135000
16,19,1,15,8,0,1,0,0,right,180,Forward - Centre-Forward,135000
17,20,3,0,0,0,0,0,0,right,180,Forward - Centre-Forward,135000
16,19,2,9,1,0,1,0,0,right,180,Forward - Centre-Forward,135000
19,20,3,8,0,0,2,0,0,left,180,Defender - Left-Back,135000
17,18,2,22,0,1,1,0,0,left,180,Defender - Left-Back,135000
16,17,1,26,1,0,1,0,0,left,180,Defender - Left-Back,135000
17,19,1,12,2,0,3,0,0,left,180,Defender - Centre-Back,135000
16,20,2,3,0,0,0,1,0,left,180,Defender - Centre-Back,135000
15,19,1,18,1,0,2,0,0,left,180,Defender - Centre-Back,135000
17,20,2,2,0,0,0,0,0,left,180,Defender - Centre-Back,135000
16,19,1,15,3,0,3,0,0,left,180,Defender - Centre-Back,135000
18,20,4,3,0,0,0,0,0,right,179,Defender - Right-Back,135000
17,19,3,16,4,10,1,0,0,right,179,Defender - Right-Back,135000
16,18,2,15,0,3,0,0,0,right,179,Defender - Right-Back,135000
23,17,4,43,0,2,6,0,0,right,185,Defender - Right-Back,900000
20,14,3,33,1,3,4,0,0,right,185,Defender - Right-Back,45000
18,12,2,27,1,0,0,0,0,right,185,Defender - Right-Back,45000
17,11,1,9,0,0,0,0,0,right,185,Defender - Right-Back,45000
19,12,2,1,0,0,0,0,0,right,170,Forward - Left Winger,45000
18,11,1,1,0,0,0,0,0,right,170,Forward - Left Winger,45000
20,20,3,2,1,0,2,0,0,both,187,Midfielder - Central Midfield,180000
17,17,2,1,0,0,0,0,0,both,187,Midfielder - Central Midfield,180000
16,16,1,24,6,0,1,0,0,both,187,Midfielder - Central Midfield,180000
27,17,6,35,1,0,3,0,0,left,188,Defender - Centre-Back,2250000
26,16,5,40,2,1,2,0,0,left,188,Defender - Centre-Back,1350000
24,14,4,28,2,0,5,0,0,left,188,Defender - Centre-Back,720000
23,13,3,18,0,0,4,0,0,left,188,Defender - Centre-Back,630000
20,10,2,11,0,1,3,0,0,left,188,Defender - Centre-Back,68000
19,9,1,5,0,0,1,0,0,left,188,Defender - Centre-Back,630000
29,17,5,41,15,10,5,0,0,left,190,Forward - Second Striker,9000000
25,13,4,31,6,4,5,0,0,left,190,Forward - Second Striker,8550000
22,10,3,50,12,13,3,0,0,left,190,Forward - Second Striker,675000
20,8,2,31,10,0,5,1,0,left,190,Forward - Second Striker,450000
17,20,2,1,0,0,0,0,0,left,180,Forward - Right Winger,180000
16,19,1,16,3,1,0,0,0,left,180,Forward - Right Winger,180000
21,20,7,4,0,0,0,0,0,left,181,Midfielder - Left Midfield,2475000
19,18,6,31,1,4,2,0,1,left,181,Midfielder - Left Midfield,1800000
17,16,5,25,2,7,4,0,0,left,181,Midfielder - Left Midfield,1800000
16,15,4,20,0,1,1,0,0,left,181,Midfielder - Left Midfield,1800000
15,14,3,24,0,1,4,0,0,left,181,Midfielder - Left Midfield,1800000
16,19,1,2,0,0,0,0,0,left,181,Midfielder - Central Midfield,1800000
16,18,1,16,13,3,0,0,0,right,190,Midfielder - Attacking Midfield,1800000
19,10,14,26,1,0,3,0,0,right,186,Midfielder - Defensive Midfield,720000
19,10,14,26,1,0,3,0,0,right,173,Midfielder - Right Midfield,720000
18,20,13,4,0,0,2,0,0,right,186,Midfielder - Defensive Midfield,720000
18,20,13,4,0,0,2,0,0,right,173,Midfielder - Right Midfield,720000
29,20,10,4,0,0,2,0,0,right,186,Midfielder - Defensive Midfield,1620000
29,20,10,4,0,0,2,0,0,right,173,Midfielder - Right Midfield,1620000
18,9,12,30,1,1,3,0,0,right,186,Midfielder - Defensive Midfield,720000
18,9,12,30,1,1,3,0,0,right,173,Midfielder - Right Midfield,720000
17,19,11,29,4,0,0,0,1,right,186,Midfielder - Defensive Midfield,720000
17,19,11,29,4,0,0,0,1,right,173,Midfielder - Right Midfield,720000
28,19,9,29,4,0,0,0,1,right,186,Midfielder - Defensive Midfield,1800000
28,19,9,29,4,0,0,0,1,right,173,Midfielder - Right Midfield,1800000
27,18,8,28,0,2,3,0,0,right,186,Midfielder - Defensive Midfield,2250000
27,18,8,28,0,2,3,0,0,right,173,Midfielder - Right Midfield,2250000
26,17,7,17,1,1,1,0,0,right,186,Midfielder - Defensive Midfield,1350000
26,17,7,17,1,1,1,0,0,right,173,Midfielder - Right Midfield,1350000
23,14,6,27,0,1,6,0,0,right,186,Midfielder - Defensive Midfield,1440000
23,14,6,27,0,1,6,0,0,right,173,Midfielder - Right Midfield,1440000
22,13,5,44,3,5,3,1,0,right,186,Midfielder - Defensive Midfield,945000
22,13,5,44,3,5,3,1,0,right,173,Midfielder - Right Midfield,945000
21,12,4,34,3,10,5,1,0,right,186,Midfielder - Defensive Midfield,720000
21,12,4,34,3,10,5,1,0,right,173,Midfielder - Right Midfield,720000
20,11,3,30,3,1,1,0,0,right,186,Midfielder - Defensive Midfield,832500
20,11,3,30,3,1,1,0,0,right,173,Midfielder - Right Midfield,832500
16,7,2,18,2,0,0,0,0,right,186,Midfielder - Defensive Midfield,720000
16,7,2,18,2,0,0,0,0,right,173,Midfielder - Right Midfield,720000
25,20,9,9,1,2,0,0,0,right,188,Midfielder - Central Midfield,22500000
23,18,8,42,8,6,1,0,0,right,188,Midfielder - Central Midfield,7200000
22,17,7,32,5,1,1,0,0,right,188,Midfielder - Central Midfield,7200000
21,16,6,27,5,1,5,0,0,right,188,Midfielder - Central Midfield,4275000
20,15,5,29,7,0,4,0,0,right,188,Midfielder - Central Midfield,3150000
19,14,4,35,3,0,5,0,0,right,188,Midfielder - Central Midfield,2700000
18,13,3,36,11,5,9,0,0,right,188,Midfielder - Central Midfield,2700000
17,12,2,2,0,0,0,0,0,right,188,Midfielder - Central Midfield,2700000
26,17,8,47,3,3,8,1,0,right,185,Midfielder - Defensive Midfield,9000000
25,16,7,35,5,0,10,0,0,right,185,Midfielder - Defensive Midfield,4500000
24,15,6,37,2,2,9,1,0,right,185,Midfielder - Defensive Midfield,1130000
21,12,5,37,3,1,8,0,0,right,185,Midfielder - Defensive Midfield,113000
19,10,4,28,0,2,4,0,1,right,185,Midfielder - Defensive Midfield,45000
18,20,2,2,0,0,0,0,0,left,179,Defender - Left-Back,45000
17,19,1,17,0,7,2,0,0,left,179,Defender - Left-Back,45000
26,20,7,1,0,0,1,0,0,right,187,Defender - Centre-Back,14400000
24,18,6,3,0,0,0,0,0,right,187,Defender - Centre-Back,22500000
23,17,5,34,3,2,8,0,0,right,187,Defender - Centre-Back,7200000
22,16,4,31,7,0,5,0,0,right,187,Defender - Centre-Back,900000
21,15,3,29,3,0,4,2,0,right,187,Defender - Centre-Back,360000
20,14,2,21,2,0,4,0,0,right,187,Defender - Centre-Back,45000
17,11,1,8,0,0,1,0,0,right,187,Defender - Centre-Back,360000
17,19,2,10,2,0,0,0,0,left,187,Forward - Centre-Forward,360000
16,18,1,20,7,0,0,0,0,left,187,Forward - Centre-Forward,360000
19,20,3,4,1,0,0,0,0,left,173,Forward - Right Winger,68000
18,19,2,15,3,3,1,0,0,left,173,Forward - Right Winger,68000
17,18,1,0,0,0,0,0,0,left,173,Forward - Right Winger,68000
19,20,2,2,0,0,1,0,0,right,173,Forward - Left Winger,270000
16,17,1,2,0,0,1,0,0,right,173,Forward - Left Winger,270000
19,20,3,6,0,0,0,0,0,right,173,Defender - Centre-Back,45000
18,19,2,7,0,0,0,0,0,right,173,Defender - Centre-Back,45000
17,18,1,1,0,0,0,0,0,right,173,Defender - Centre-Back,45000
18,19,3,5,0,0,0,0,0,right,173,Forward - Left Winger,45000
17,18,2,4,0,0,0,0,0,right,173,Forward - Left Winger,45000
16,17,1,20,10,0,1,0,0,right,173,Forward - Left Winger,45000
32,20,5,5,1,0,2,0,0,left,173,Defender - Left-Back,45000
24,12,3,2,0,0,0,0,0,left,173,Defender - Left-Back,45000
23,11,2,3,1,0,0,0,0,left,173,Defender - Left-Back,45000
25,15,4,45,1,0,7,1,0,right,185,Defender - Centre-Back,4500000
24,14,3,20,1,1,4,0,0,right,185,Defender - Centre-Back,3825000
22,12,2,43,6,1,14,0,0,right,185,Defender - Centre-Back,2700000
20,20,4,4,0,0,0,0,0,right,188,Defender - Right-Back,855000
19,19,3,3,0,0,0,0,0,right,188,Defender - Right-Back,900000
17,16,2,32,4,2,2,0,1,right,188,Defender - Right-Back,900000
15,15,1,26,1,0,1,0,1,right,188,Defender - Right-Back,900000
24,16,8,35,5,4,6,0,0,right,180,Midfielder - Central Midfield,1800000
22,14,7,38,7,5,6,1,0,right,180,Midfielder - Central Midfield,405000
21,13,6,36,5,4,5,0,1,right,180,Midfielder - Central Midfield,225000
20,12,5,37,4,3,6,0,0,right,180,Midfielder - Central Midfield,45000
19,11,4,29,4,1,4,0,0,right,180,Midfielder - Central Midfield,45000
18,10,3,29,10,1,7,0,0,right,180,Midfielder - Central Midfield,45000
17,9,2,11,2,0,2,0,0,right,180,Midfielder - Central Midfield,45000
19,20,3,4,0,0,0,0,0,right,190,Forward - Centre-Forward,900000
17,18,2,28,16,1,3,0,0,right,190,Forward - Centre-Forward,900000
16,17,1,11,6,0,0,0,0,right,190,Forward - Centre-Forward,900000
23,17,8,26,2,2,1,0,0,left,183,Defender - Left-Back,900000
21,15,7,44,3,3,6,0,0,left,183,Defender - Left-Back,382500
20,14,6,33,2,0,3,0,0,left,183,Defender - Left-Back,360000
19,13,5,26,1,2,2,0,0,left,183,Defender - Left-Back,360000
18,12,4,20,0,0,0,0,0,left,183,Defender - Left-Back,360000
19,20,2,2,0,0,0,0,0,left,191,Defender - Centre-Back,135000
16,17,1,7,0,0,1,0,0,left,191,Defender - Centre-Back,135000
26,19,9,44,9,7,6,1,0,left,181,Midfielder - Attacking Midfield,11250000
24,17,8,42,7,4,9,1,1,left,181,Midfielder - Attacking Midfield,3600000
23,16,7,27,7,9,6,0,0,left,181,Midfielder - Attacking Midfield,1620000
23,15,6,35,7,5,9,0,0,left,181,Midfielder - Attacking Midfield,1620000
21,14,5,31,3,6,10,0,0,left,181,Midfielder - Attacking Midfield,180000
21,13,4,9,3,0,2,0,0,left,181,Midfielder - Attacking Midfield,180000
19,12,3,16,1,0,4,0,0,left,181,Midfielder - Attacking Midfield,180000
16,19,2,13,6,1,1,0,0,left,181,Midfielder - Central Midfield,180000
19,20,3,2,1,0,0,0,0,left,181,Midfielder - Central Midfield,23000
18,19,2,5,0,0,1,0,0,left,181,Midfielder - Central Midfield,23000
17,18,1,0,0,0,0,0,0,left,181,Midfielder - Central Midfield,23000
19,20,4,4,1,0,1,0,0,left,181,Midfielder - Central Midfield,45000
18,19,3,18,0,2,1,0,1,left,181,Midfielder - Central Midfield,45000
17,18,2,0,0,0,0,0,0,left,181,Midfielder - Central Midfield,45000
16,17,1,10,0,0,0,0,0,left,181,Midfielder - Central Midfield,45000
17,19,2,12,2,0,3,0,0,right,181,Defender - Centre-Back,45000
16,18,1,18,1,0,2,0,0,right,181,Defender - Centre-Back,45000
17,20,2,1,0,0,0,0,0,right,181,Forward - Centre-Forward,45000
16,19,1,8,1,0,0,0,0,right,181,Forward - Centre-Forward,45000
17,19,2,17,0,3,2,0,0,right,175,Midfielder - Defensive Midfield,45000
16,18,1,22,3,3,8,1,0,right,175,Midfielder - Defensive Midfield,45000
24,20,6,7,1,2,1,0,0,right,180,Defender - Right-Back,16200000
21,17,5,26,1,3,4,0,0,right,180,Defender - Right-Back,2700000
18,14,4,28,1,2,4,0,1,right,180,Defender - Right-Back,2700000
17,13,3,0,0,0,0,0,0,right,180,Defender - Right-Back,2700000
17,20,3,1,1,0,0,0,0,right,180,Forward - Centre-Forward,2700000
16,19,2,8,5,1,0,0,0,right,180,Forward - Centre-Forward,2700000
17,17,2,6,2,0,0,0,0,right,179,Midfielder - Defensive Midfield,225000
20,16,2,13,0,1,2,0,0,right,175,Midfielder - Central Midfield,68000
17,20,3,1,0,0,1,0,0,right,192,Midfielder - Attacking Midfield,68000
16,19,2,15,3,0,3,0,0,right,192,Midfielder - Attacking Midfield,68000
17,20,1,5,0,0,0,0,0,right,192,Defender - Right-Back,68000
20,20,3,1,0,0,0,0,0,right,192,Forward - Centre-Forward,68000
18,18,2,21,6,0,2,0,0,right,192,Forward - Centre-Forward,135000
16,16,1,31,2,0,4,0,0,right,192,Forward - Centre-Forward,68000
28,17,8,33,2,0,9,1,0,right,182,Midfielder - Central Midfield,3600000
24,13,7,37,2,4,5,0,0,right,182,Midfielder - Central Midfield,7200000
23,12,6,32,3,0,5,0,0,right,182,Midfielder - Central Midfield,6750000
22,11,5,21,1,1,3,0,0,right,182,Midfielder - Central Midfield,4950000
20,9,4,32,0,3,7,0,0,right,182,Midfielder - Central Midfield,765000
19,8,3,33,5,3,5,0,0,right,182,Midfielder - Central Midfield,270000
18,7,2,22,7,0,3,0,0,right,182,Midfielder - Central Midfield,270000
17,6,1,4,0,0,2,0,0,right,182,Midfielder - Central Midfield,270000
19,19,3,26,1,0,2,0,0,left,187,Forward - Right Winger,7200000
18,18,2,44,26,6,3,0,0,left,187,Forward - Right Winger,90000
16,16,1,3,1,0,0,0,0,left,187,Forward - Right Winger,7200000
18,20,3,2,0,0,0,0,0,right,187,Midfielder - Central Midfield,7200000
17,19,2,28,2,0,0,0,0,right,187,Midfielder - Central Midfield,7200000
16,18,1,6,2,0,0,0,0,right,187,Midfielder - Central Midfield,7200000
17,20,3,14,3,1,0,0,0,right,186,Forward - Left Winger,900000
16,19,2,14,4,0,0,0,0,right,186,Forward - Left Winger,900000
19,20,4,5,0,0,1,0,0,right,184,Defender - Centre-Back,90000
18,19,3,17,0,0,3,0,1,right,184,Defender - Centre-Back,90000
17,18,2,10,1,0,0,0,0,right,184,Defender - Centre-Back,90000
16,17,1,30,5,0,6,0,0,right,184,Defender - Centre-Back,90000
17,18,1,14,2,1,1,0,0,right,184,Midfielder - Central Midfield,90000
20,20,4,9,0,1,0,0,0,both,175,Midfielder - Left Midfield,90000
18,18,3,31,5,4,2,0,0,both,175,Midfielder - Left Midfield,90000
17,17,2,11,2,0,0,0,0,both,175,Midfielder - Left Midfield,90000
16,16,1,31,10,0,0,0,0,both,175,Midfielder - Left Midfield,90000
17,20,3,1,0,0,0,0,0,right,183,Defender - Centre-Back,90000
16,19,2,9,2,0,3,0,0,right,183,Defender - Centre-Back,90000
17,19,1,0,0,0,0,0,0,right,183,Defender - Centre-Back,90000
18,19,2,10,0,0,1,0,0,left,183,Defender - Left-Back,23000
17,18,1,25,0,1,4,0,0,left,183,Defender - Left-Back,23000
19,20,4,2,0,0,0,0,0,left,185,Defender - Centre-Back,180000
18,19,3,10,1,0,3,0,0,left,185,Defender - Centre-Back,135000
17,18,2,1,0,0,0,0,0,left,185,Defender - Centre-Back,135000
16,17,1,24,2,0,2,0,1,left,185,Defender - Centre-Back,135000
27,18,7,34,8,2,5,0,0,right,187,Forward - Centre-Forward,1800000
24,15,6,48,23,8,5,1,0,right,187,Forward - Centre-Forward,900000
22,13,5,10,3,0,0,0,0,right,187,Forward - Centre-Forward,900000
21,12,4,22,2,1,1,0,0,right,187,Forward - Centre-Forward,1620000
20,11,3,15,0,0,1,0,0,right,187,Forward - Centre-Forward,1620000
19,10,2,25,5,2,3,0,0,right,187,Forward - Centre-Forward,270000
18,9,1,1,0,0,0,0,0,right,187,Forward - Centre-Forward,45000
16,19,2,14,0,0,2,0,0,right,187,Defender - Centre-Back,45000
17,20,1,4,0,1,1,0,0,right,187,Forward - Right Winger,45000
17,20,1,2,0,0,0,0,0,right,187,Defender - Centre-Back,45000
18,19,2,1,0,0,0,0,0,right,187,Forward,45000
17,19,1,13,1,2,2,0,0,right,187,Forward - Left Winger,45000
20,20,4,4,0,0,3,0,0,left,185,Defender - Centre-Back,23000
19,19,3,5,0,0,0,0,0,left,185,Defender - Centre-Back,45000
17,17,2,26,1,0,2,0,0,left,185,Defender - Centre-Back,45000
16,16,1,27,1,0,1,0,1,left,185,Defender - Centre-Back,45000
19,20,4,0,0,0,0,0,0,right,185,Defender - Centre-Back,68000
18,19,3,9,0,0,2,0,1,right,185,Defender - Centre-Back,68000
17,18,2,7,1,0,2,0,0,right,185,Defender - Centre-Back,68000
16,17,1,25,0,0,3,0,0,right,185,Defender - Centre-Back,68000
20,20,5,4,0,0,1,0,0,right,186,Defender - Centre-Back,720000
19,19,4,6,0,0,2,0,0,right,186,Defender - Centre-Back,720000
18,18,3,19,2,1,4,0,0,right,186,Defender - Centre-Back,450000
17,17,2,26,3,0,9,0,0,right,186,Defender - Centre-Back,68000
16,16,1,29,0,0,8,0,0,right,186,Defender - Centre-Back,450000
32,19,7,26,0,0,10,0,1,right,171,Midfielder - Defensive Midfield,3380000
30,17,6,40,1,2,11,0,0,right,171,Midfielder - Defensive Midfield,10800000
27,14,5,44,0,3,13,1,0,right,171,Midfielder - Defensive Midfield,9900000
26,13,4,35,0,1,6,0,0,right,171,Midfielder - Defensive Midfield,9000000
24,11,3,37,2,0,18,1,1,right,171,Midfielder - Defensive Midfield,4500000
22,9,2,31,7,1,10,1,1,right,171,Midfielder - Defensive Midfield,1260000
18,20,4,7,0,0,1,0,0,right,171,Forward - Left Winger,450000
17,19,3,21,8,5,3,1,0,right,171,Forward - Left Winger,450000
16,18,2,39,15,9,4,0,0,right,171,Forward - Left Winger,450000
15,17,1,20,7,0,4,0,0,right,171,Forward - Left Winger,450000
18,20,3,4,0,0,2,0,0,right,171,Midfielder - Central Midfield,450000
17,19,2,16,1,0,2,0,0,right,171,Midfielder - Central Midfield,450000
16,18,1,16,4,1,3,0,0,right,171,Midfielder - Central Midfield,450000
18,20,2,5,0,1,1,0,0,right,171,Defender - Right-Back,450000
17,19,1,2,0,0,0,0,0,right,171,Defender - Right-Back,450000
20,15,5,16,0,0,3,0,1,right,188,Defender - Right-Back,4350000
19,14,4,18,1,0,3,1,0,right,188,Defender - Right-Back,4050000
18,13,3,25,2,2,6,1,0,right,188,Defender - Right-Back,900000
17,12,2,21,3,0,4,0,1,right,188,Defender - Right-Back,450000
16,11,1,24,3,0,4,0,0,right,188,Defender - Right-Back,900000
19,20,4,4,1,0,0,0,0,right,181,Midfielder - Central Midfield,135000
17,18,3,26,2,1,0,0,0,right,181,Midfielder - Central Midfield,135000
16,17,2,28,4,0,5,1,0,right,181,Midfielder - Central Midfield,135000
16,19,2,8,1,0,0,0,0,right,181,Midfielder - Central Midfield,135000
17,17,2,13,0,0,0,0,0,right,181,Forward - Centre-Forward,135000
16,16,1,30,12,0,0,0,0,right,181,Forward - Centre-Forward,135000
22,19,6,20,0,1,7,0,1,right,185,Midfielder - Central Midfield,1800000
21,18,5,35,1,2,3,0,0,right,185,Midfielder - Central Midfield,270000
20,17,4,40,4,2,3,0,0,right,185,Midfielder - Central Midfield,68000
19,16,3,7,2,0,0,0,0,right,185,Midfielder - Central Midfield,68000
18,15,2,4,1,0,0,0,0,right,185,Midfielder - Central Midfield,68000
17,14,1,16,2,1,1,0,0,right,185,Midfielder - Central Midfield,68000
17,20,2,3,0,0,0,0,0,right,185,Forward - Centre-Forward,68000
16,19,1,15,8,0,1,1,1,right,185,Forward - Centre-Forward,68000
17,17,1,26,6,0,2,0,0,right,189,Forward - Centre-Forward,135000
20,19,2,29,0,1,13,0,0,left,187,Midfielder - Defensive Midfield,270000
17,16,1,15,0,0,1,0,0,left,187,Midfielder - Defensive Midfield,135000
17,19,1,1,0,0,0,0,0,left,187,Midfielder - Central Midfield,135000
20,20,3,6,0,1,1,0,0,left,170,Midfielder - Defensive Midfield,135000
17,17,2,24,1,1,3,0,0,left,170,Midfielder - Defensive Midfield,135000
16,16,1,28,3,0,6,0,1,left,170,Midfielder - Defensive Midfield,135000
20,20,4,7,0,0,1,0,0,left,170,Forward - Right Winger,90000
17,17,3,24,3,0,0,0,0,left,170,Forward - Right Winger,90000
16,16,2,30,17,0,3,0,0,left,170,Forward - Right Winger,90000
15,15,1,29,4,0,1,0,0,left,170,Forward - Right Winger,90000
21,20,3,10,2,0,2,1,0,right,176,Forward - Right Winger,1680000
19,18,2,35,7,3,2,0,0,right,176,Forward - Right Winger,45000
18,17,1,19,4,1,1,0,0,right,176,Forward - Right Winger,1620000
17,20,1,0,0,0,0,0,0,right,176,Defender - Left-Back,1620000
17,20,1,2,0,1,0,0,0,right,176,Defender - Right-Back,1620000
26,20,7,3,0,0,1,0,0,right,188,Defender - Centre-Back,2880000
25,19,6,27,4,0,10,1,0,right,188,Defender - Centre-Back,2250000
23,17,5,18,0,0,5,0,1,right,188,Defender - Centre-Back,720000
22,16,4,38,0,1,5,1,0,right,188,Defender - Centre-Back,450000
19,13,3,13,1,0,4,0,0,right,188,Defender - Centre-Back,135000
18,12,2,24,1,0,3,0,1,right,188,Defender - Centre-Back,68000
17,11,1,26,2,0,4,0,0,right,188,Defender - Centre-Back,135000
17,19,1,9,1,2,2,0,0,right,188,Forward - Centre-Forward,135000
19,18,3,36,2,5,4,0,0,right,185,Midfielder - Central Midfield,675000
16,15,2,30,9,2,10,0,0,right,185,Midfielder - Central Midfield,675000
25,18,9,28,2,0,5,0,1,left,194,Defender - Left-Back,1350000
24,17,8,15,0,0,3,0,0,left,194,Defender - Left-Back,2480000
22,15,7,39,0,9,6,0,0,left,194,Defender - Left-Back,1080000
21,14,6,28,0,1,6,0,0,left,194,Defender - Left-Back,900000
20,13,5,30,0,0,4,0,2,left,194,Defender - Left-Back,450000
19,12,4,23,0,0,2,0,0,left,194,Defender - Left-Back,450000
17,10,3,13,0,0,1,0,0,left,194,Defender - Left-Back,450000
21,20,3,7,2,0,0,0,0,right,184,Forward - Centre-Forward,4500000
19,18,2,30,5,2,0,0,0,right,184,Forward - Centre-Forward,450000
18,17,1,34,29,8,0,0,0,right,184,Forward - Centre-Forward,4500000
18,20,2,1,0,0,0,0,0,left,170,Forward - Left Winger,1125000
17,19,1,26,14,6,4,0,0,left,170,Forward - Left Winger,450000
17,18,1,20,1,1,0,0,0,right,178,Midfielder - Attacking Midfield,450000
28,19,8,34,4,4,5,0,0,right,173,Forward - Left Winger,6600000
25,16,7,44,9,4,8,0,1,right,173,Forward - Left Winger,10800000
23,14,6,37,8,5,3,1,0,right,173,Forward - Left Winger,4500000
21,12,5,26,6,3,3,0,0,right,173,Forward - Left Winger,900000
20,11,4,36,6,4,7,0,1,right,173,Forward - Left Winger,113000
19,10,3,28,2,0,1,0,1,right,173,Forward - Left Winger,45000
17,8,2,21,16,0,6,1,0,right,173,Forward - Left Winger,45000
22,20,3,4,0,0,1,0,0,right,179,Midfielder - Central Midfield,15750000
21,19,2,34,5,2,7,1,0,right,179,Midfielder - Central Midfield,11250000
19,17,1,24,0,2,4,0,0,right,179,Midfielder - Central Midfield,11250000
16,19,1,8,0,0,0,0,0,right,179,Defender - Centre-Back,11250000
18,20,3,1,1,0,0,0,0,right,190,Forward - Centre-Forward,11250000
17,19,2,0,0,0,0,0,0,right,190,Forward - Centre-Forward,11250000
16,18,1,19,3,0,0,0,0,right,190,Forward - Centre-Forward,11250000
17,18,1,7,0,0,0,0,0,left,192,Defender - Centre-Back,11250000
19,19,3,19,0,0,4,0,0,left,192,Defender - Right-Back,45000
18,18,2,10,0,0,0,0,0,left,192,Defender - Right-Back,45000
19,20,4,0,0,0,0,0,0,right,181,Defender - Centre-Back,45000
18,19,3,17,1,0,3,0,0,right,181,Defender - Centre-Back,45000
17,18,2,6,0,0,2,0,1,right,181,Defender - Centre-Back,45000
16,17,1,26,0,0,5,0,1,right,181,Defender - Centre-Back,45000
22,19,5,39,9,8,3,0,0,left,183,Forward - Right Winger,13500000
21,18,4,37,10,5,2,0,0,left,183,Forward - Right Winger,3150000
20,17,3,17,0,1,0,0,0,left,183,Forward - Right Winger,2250000
19,16,2,42,8,6,3,0,0,left,183,Forward - Right Winger,360000
18,15,1,35,22,10,2,0,0,left,183,Forward - Right Winger,1350000
17,20,3,5,1,0,1,0,0,left,184,Midfielder - Defensive Midfield,1350000
16,19,2,18,1,0,2,0,0,left,184,Midfielder - Defensive Midfield,1350000
20,20,3,3,0,0,0,0,0,right,184,Defender - Centre-Back,45000
17,17,2,1,0,0,0,0,0,right,184,Defender - Centre-Back,45000
16,16,1,26,3,0,5,0,0,right,184,Defender - Centre-Back,45000
28,19,9,30,5,10,4,0,2,right,182,Midfielder - Central Midfield,6300000
27,18,8,30,3,2,8,0,0,right,182,Midfielder - Central Midfield,6750000
25,16,7,43,10,8,10,0,1,right,182,Midfielder - Central Midfield,12600000
20,11,6,16,1,1,1,1,0,right,182,Midfielder - Central Midfield,360000
19,10,5,29,2,1,4,2,0,right,182,Midfielder - Central Midfield,360000
18,9,4,24,3,0,1,0,0,right,182,Midfielder - Central Midfield,360000
17,8,3,22,1,0,3,0,0,right,182,Midfielder - Central Midfield,360000
16,7,2,26,8,0,5,0,0,right,182,Midfielder - Central Midfield,360000
